id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage,intake_signals
453,Probation & Parole — Covington (Northern KY),probation-parole,Northern Kentucky,"Probation & Parole — Covington (Northern KY) serves justice-involved adults and families rebuilding stability after incarceration in 9 Kentucky counties. Kentucky DOC Probation & Parole District 7 serves Kenton County and Northern Kentucky from the Covington courthouse area. Supervises probationers and parolees in Boone, Campbell, Kenton, and surrounding NKY counties. Contact office for reporting schedule, officer assignment, and verification of compliance requirements. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","Probation & Parole — Covington (Northern KY) sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en 9 condados de Kentucky. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.","303 Court Street, Suite 706",Covington,(859) 292-6555,,https://corrections.ky.gov/Probation-and-Parole/Pages/default.aspx,Kentucky DOC Probation & Parole District 7 serves Kenton County and Northern Kentucky from the Covington courthouse area.,"Personas en libertad condicional, supervisada o descarga condicional por delitos graves bajo supervisión del DOC de Kentucky.",Located in Covington courthouse complex. Call before first visit to confirm floor and check-in procedure. Central DOC line: (502) 782-2277.,Ubicado en el complejo del tribunal de Covington. Llame antes de la primera visita para confirmar piso y procedimiento.,"Monday–Friday, 8:00 a.m.–4:30 p.m.",northern-kentucky|probation|parole|District-7|Kenton|Covington|DOC,Probation and parole supervision,Kenton,Boone|Bracken|Campbell|Carroll|Gallatin|Grant|Kenton|Owen|Pendleton,multi,accepts_criminal_record
454,Probation & Parole — Bowling Green (Warren County),probation-parole,Bowling Green / Warren County,"Probation & Parole — Bowling Green (Warren County) serves justice-involved adults and families rebuilding stability after incarceration in 6 Kentucky counties. Kentucky DOC Probation & Parole District 3 serves Warren, Adair, Barren, Casey, Cumberland, and Metcalfe counties from Bowling Green. Regional supervision hub for south-central Kentucky parolees and probationers. Contact for reporting schedules, officer changes, and travel permission requests. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","Probation & Parole — Bowling Green (Warren County) sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en 6 condados de Kentucky. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.","140 Old Porter Pike, Unit #8",Bowling Green,(270) 746-7420,,https://corrections.ky.gov/Probation-and-Parole/Pages/default.aspx,"Kentucky DOC Probation & Parole District 3 serves Warren, Adair, Barren, Casey, Cumberland, and Metcalfe counties from Bowling Green.","Personas en libertad condicional, supervisada o descarga condicional por delitos graves bajo supervisión del DOC de Kentucky.",Old Porter Pike location. Interstate compact and transfer questions: central office (502) 782-2277.,Ubicación Old Porter Pike. Preguntas de compacto interestatal: oficina central (502) 782-2277.,"Monday–Friday, 8:00 a.m.–4:30 p.m.",bowling-green|probation|parole|District-3|Warren|south-central-kentucky|DOC,Probation and parole supervision|Transportation assistance,Warren,Adair|Barren|Casey|Cumberland|Metcalfe|Warren,multi,accepts_criminal_record
455,Probation & Parole — Paducah (Western KY),probation-parole,Paducah / Western Kentucky,"Probation & Parole — Paducah (Western KY) serves justice-involved adults and families rebuilding stability after incarceration in 9 Kentucky counties. Kentucky DOC Probation & Parole District 1 serves McCracken County and Western Kentucky's Purchase region from Paducah. Entry point for probation and parole supervision in the far west of the state. Contact for reporting requirements and officer information after release to Paducah area. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","Probation & Parole — Paducah (Western KY) sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en 9 condados de Kentucky. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",400 South 6th Street,Paducah,(270) 575-7235,,https://corrections.ky.gov/Probation-and-Parole/Pages/default.aspx,Kentucky DOC Probation & Parole District 1 serves McCracken County and Western Kentucky's Purchase region from Paducah. Entry point for probation and parole supervision in the far west of the state.,"Personas en libertad condicional, supervisada o descarga condicional por delitos graves bajo supervisión del DOC de Kentucky.",District 1 phone confirmed on DOC contact page: (270) 575-7235.,Teléfono Distrito 1: (270) 575-7235. Oficina central: (502) 782-2277.,"Monday–Friday, 8:00 a.m.–4:30 p.m.",paducah|probation|parole|District-1|McCracken|western-kentucky|DOC,Probation and parole supervision,McCracken,Ballard|Calloway|Carlisle|Fulton|Graves|Hickman|Livingston|Lyon|McCracken,multi,accepts_criminal_record
456,Probation & Parole — Pikeville (Eastern KY),probation-parole,Eastern Kentucky,"Probation & Parole — Pikeville (Eastern KY) serves justice-involved adults and families rebuilding stability after incarceration in 8 Kentucky counties. Kentucky DOC Probation & Parole District 11 serves Pike County and surrounding Eastern Kentucky coalfield counties from Pikeville. Supervises probation and parole cases in one of Kentucky's most rural reentry regions. Contact office for reporting location and schedule after release to Eastern KY. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","Probation & Parole — Pikeville (Eastern KY) sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en 8 condados de Kentucky. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",172 Division Street,Pikeville,(606) 889-1694,,https://corrections.ky.gov/Probation-and-Parole/Pages/default.aspx,Kentucky DOC Probation & Parole District 11 serves Pike County and surrounding Eastern Kentucky coalfield counties from Pikeville. Supervises probation and parole cases in one of Kentucky's most rural reentry regions.,"Personas en libertad condicional, supervisada o descarga condicional por delitos graves bajo supervisión del DOC de Kentucky.",Eastern KY district—transportation to reporting can be a barrier discuss with officer. EKCEP (id 281) offers barrier relief in overlapping counties.,Distrito del este de KY—transporte puede ser barrera discuta con su oficial. EKCEP ofrece alivio de barreras en condados superpuestos.,"Monday–Friday, 8:00 a.m.–4:30 p.m.",pikeville|probation|parole|District-11|Pike|eastern-kentucky|DOC,Probation and parole supervision,Pike,Floyd|Johnson|Knott|Lawrence|Letcher|Magoffin|Martin|Pike,multi,accepts_criminal_record
470,Center for Employment Opportunities (CEO) — Louisville,reentry-organizations,Louisville / Jefferson County,"Center for Employment Opportunities (CEO) Louisville exclusively serves people recently released from incarceration who are on probation or parole. One-week job-readiness orientation leads to paid transitional work crews (daily pay), then job coaching, employer outreach, and up to one year of retention support after full-time placement. Referral through parole/probation officer required. Opened August 2019 in partnership with KY DOC and KYTC.","CEO Louisville sirve exclusivamente a personas recién liberadas en libertad condicional o vigilada. Orientación de una semana conduce a trabajos de transición pagados (pago diario), luego coaching laboral y hasta un año de apoyo después de la colocación. Se requiere referido del oficial de libertad condicional/vigilada.",321 Guthrie Street,Louisville,(502) 694-7878,referralslouisville@ceoworks.org,https://www.ceoworks.org/locations/louisville,Center for Employment Opportunities (CEO) Louisville exclusively serves people recently released from incarceration who are on probation or parole. Referral through parole/probation officer required.,Personas involucradas con la justicia reintegrándose desde la cárcel y socios comunitarios; aplica inscripción según programa.,Hours: Mon–Fri 8:30am–4:30pm,Traiga identificación con foto y tarjeta del Seguro Social a la orientación. Director: Ray Mansfield (rmansfield@ceoworks.org).,"Monday–Friday, 8:30 a.m.–4:30 p.m.",louisville|CEO|employment|reentry|transitional-work|probation-required|paid-training,Employment assistance|Partner referrals,Jefferson,Jefferson,single,accepts_criminal_record
471,Louisville Metro Reentry Task Force,reentry-organizations,Louisville / Jefferson County,"Louisville Metro Reentry Task Force is a coalition coordinating reentry services across Louisville Metro agencies, nonprofits, and faith communities. Connects returning citizens with local resources and maintains communication channels for service providers. Contact for community-level reentry navigation—not a direct service provider but a coordination hub.","Louisville Metro Reentry Task Force es una coalición que coordina servicios de reinserción entre agencias, organizaciones sin fines de lucro y comunidades de fe de Louisville Metro. Conecta a ciudadanos que regresan con recursos locales. Hub de coordinación, no proveedor directo de servicios.",,,(502) 290-2725,glenn@louisvillereentry.org,https://louisvillereentry.org/,Justice-involved individuals reintegrating from incarceration and community partners; program-specific enrollment applies.,Personas involucradas con la justicia reintegrándose desde la cárcel y socios comunitarios; aplica inscripción según programa.,Email glenn@louisvillereentry.org for coalition information. Works alongside Louisville Metro Criminal Justice Commission and Kentucky Reentry Toolkit.,Correo glenn@louisvillereentry.org para información de la coalición. Trabaja con la Comisión de Justicia Criminal de Louisville Metro.,Contact by email or phone during business hours,louisville|reentry|coalition|coordination|task-force|community|navigation,Reentry navigation|Partner referrals,Jefferson,Jefferson,single,accepts_criminal_record
472,Louisville Metro Criminal Justice Commission — Reentry Toolkit,reentry-organizations,Louisville / Jefferson County,"Louisville Metro Criminal Justice Commission operates the Kentucky Reentry Toolkit (reentrytool.ky.gov)—a free online platform with life skills resources, case coordination tools, and connections to Louisville Metro reentry services. Dedicated reentry coordinator available through the Commission for individuals and service providers navigating the reentry landscape.","La Comisión de Justicia Criminal de Louisville Metro opera la Herramienta de Reinserción de Kentucky (reentrytool.ky.gov)—plataforma en línea gratuita con recursos de habilidades para la vida, herramientas de coordinación de casos y conexiones a servicios de reinserción de Louisville Metro.","514 West Liberty Street, Suite 106",Louisville,(502) 574-5088,,https://reentrytool.ky.gov/,Justice-involved individuals reintegrating from incarceration and community partners; program-specific enrollment applies.,Personas involucradas con la justicia reintegrándose desde la cárcel y socios comunitarios; aplica inscripción según programa.,"Online toolkit accessible statewide but focused on Louisville Metro resources. Commission office at 514 W. Liberty St., Suite 106.",Herramienta en línea accesible en todo el estado pero enfocada en recursos de Louisville Metro. Oficina: 514 W. Liberty St.,"Monday–Friday, 8:00 a.m.–5:00 p.m.",louisville|reentry-toolkit|online-resources|CJC|life-skills|case-coordination,Reentry navigation|Job readiness training|Partner referrals,Jefferson,,statewide,accepts_criminal_record
473,Louisville Urban League — Workforce Development Center,reentry-organizations,Louisville / Jefferson County,"Louisville Urban League Workforce Development Center provides career counseling, case management, job readiness training, placement referrals, and post-placement support for individuals facing employment barriers—including criminal records. Partners with Dress for Success for women clients. Serves Louisville Metro with emphasis on equitable access to living-wage employment.","Centro de Desarrollo de la Fuerza Laboral de Louisville Urban League proporciona orientación profesional, gestión de casos, capacitación para preparación laboral, referencias de colocación y apoyo posterior para personas con barreras de empleo—incluidos antecedentes penales. Socio de Dress for Success.",1535 West Broadway,Louisville,(502) 585-4622,,https://lul.org/workforce-development/,Justice-involved individuals reintegrating from incarceration and community partners; program-specific enrollment applies.,Personas involucradas con la justicia reintegrándose desde la cárcel y socios comunitarios; aplica inscripción según programa.,Also offers youth programs and housing counseling. Walk-in and appointment options—call ahead.,También ofrece programas juveniles y consejería de vivienda.,Monday–Friday during business hours,louisville|urban-league|workforce|employment|job-readiness|second-chance|barriers,Employment assistance|Job readiness training|Partner referrals,Jefferson,Jefferson,single,accepts_criminal_record
474,AMPED Louisville,reentry-organizations,Louisville / Jefferson County,"AMPED Louisville is a nonprofit serving Black and Latinx communities through technology workforce training, small business incubation, and economic mobility programming. Programs welcome individuals with justice involvement seeking digital skills, entrepreneurship pathways, and career advancement in Louisville's tech and business sectors.","AMPED Louisville es una organización sin fines de lucro que sirve a comunidades negras y latinas con capacitación en tecnología, incubación de pequeñas empresas y programación de movilidad económica. Programas dan la bienvenida a personas con participación judicial que buscan habilidades digitales y emprendimiento.",1701 West Market Street,Louisville,(502) 822-1953,AMPEDLouisville@gmail.com,https://ampedlouisville.org/,Justice-involved individuals reintegrating from incarceration and community partners; program-specific enrollment applies.,Personas involucradas con la justicia reintegrándose desde la cárcel y socios comunitarios; aplica inscripción según programa.,West Market Street location in Russell neighborhood. Email AMPEDLouisville@gmail.com for program enrollment. Technology training and business incubation tracks available.,Ubicación en West Market Street en el barrio Russell. Correo AMPEDLouisville@gmail.com para inscripción.,Program hours vary—contact for current cohort schedules,louisville|AMPED|technology|workforce|Black-Latinx|entrepreneurship|justice-involved,Workforce development|Partner referrals|Job readiness training,Jefferson,Jefferson,single,accepts_criminal_record
475,Brighton Center — Newport (Campbell County),reentry-organizations,Northern Kentucky,"Brighton Center is a comprehensive human services nonprofit in Newport serving Campbell and surrounding Northern Kentucky counties. Offers workforce development, financial coaching, housing navigation, family stability services, and emergency assistance for people facing barriers including justice involvement. One-stop resource for NKY reentry support beyond employment alone.","Brighton Center es una organización integral de servicios sociales en Newport que sirve al Condado de Campbell y el norte de Kentucky. Ofrece desarrollo laboral, coaching financiero, navegación de vivienda, estabilidad familiar y asistencia de emergencia para personas con barreras incluida participación judicial.",741 Central Avenue,Newport,(859) 491-8303,,https://www.brightoncenter.com/,Justice-involved individuals reintegrating from incarceration and community partners; program-specific enrollment applies.,Personas involucradas con la justicia reintegrándose desde la cárcel y socios comunitarios; aplica inscripción según programa.,"Services include NKY Career Center co-location, housing programs, and youth services. Call for intake appointment.","Servicios incluyen NKY Career Center, programas de vivienda y servicios juveniles. Llame para cita de admisión.","Monday–Friday, 8:30 a.m.–5:00 p.m.",northern-kentucky|Brighton-Center|workforce|housing|financial-coaching|Campbell|reentry,Workforce development|GED and high school equivalency|Housing navigation|Family reunification support|Basic needs assistance,Campbell,Boone|Bracken|Campbell|Carroll|Gallatin|Grant|Kenton|Owen|Pendleton,multi,accepts_criminal_record
476,Life Learning Center — Covington (Kenton County),employment,Northern Kentucky,"Life Learning Center in Covington provides workforce development for adults facing significant employment barriers including criminal records. Offers job-readiness training, digital literacy, placement assistance, and employer connections across Northern Kentucky. Holistic model addresses barriers beyond skills training to support sustainable employment.","Life Learning Center en Covington proporciona desarrollo laboral para adultos con barreras significativas de empleo incluidos antecedentes penales. Ofrece capacitación para preparación laboral, alfabetización digital, asistencia de colocación y conexiones con empleadores en el norte de Kentucky.",629 Madison Avenue,Covington,(859) 491-8300,,https://llcnky.com/,"Open to all job seekers, including those recently released from incarceration. Core career services are free.","Abierto a todos los buscadores de empleo, incluidos recién liberados. Los servicios básicos de carrera son gratuitos.",Programs include financial literacy and personal development alongside job training. Call (859) 491-8300 for intake.,Inscripción requiere solicitud y entrevista. Programas incluyen alfabetización financiera y desarrollo personal. Llame al (859) 491-8300.,Monday–Friday during program hours—call for schedule,northern-kentucky|Life-Learning-Center|workforce|job-readiness|criminal-records|Covington|digital-literacy,Employment assistance|Job readiness training|Partner referrals|Expungement assistance,Kenton,Kenton,single,
477,Connect Ministries — Newport (Campbell County),peer-support,Northern Kentucky,"Connect Ministries is a faith-based community outreach in Newport serving justice-involved individuals and people in recovery in Campbell County. Provides mentoring, peer support, basic needs assistance, and connections to housing and employment resources near the Campbell County Detention Center. Grassroots support for people reentering in Northern Kentucky.","Connect Ministries es un alcance comunitario de base religiosa en Newport que sirve a personas involucradas con la justicia y en recuperación en el Condado de Campbell. Proporciona mentoría, apoyo entre pares, necesidades básicas y conexiones a vivienda y empleo cerca del Centro de Detención del Condado de Campbell.",21 East 7th Street,Newport,(859) 261-9911,,https://connectministriesnky.org/,"Open to adults in recovery or seeking peer support, including those recently released from incarceration.","Abierto a adultos en recuperación o que buscan apoyo entre pares, incluidos recién liberados.",Near Campbell County Detention Center. Faith-based but serves all.,Cerca del Centro de Detención del Condado de Campbell. De base religiosa pero sirve a todos. Contacte para mentoría y navegación de recursos.,Contact for appointment; community outreach hours vary,northern-kentucky|Connect-Ministries|faith-based|mentoring|peer-support|Campbell|recovery|reentry,Children's services|Support groups|Basic needs assistance|Partner referrals,Campbell,Campbell|Kenton,multi,accepts_criminal_record
478,Pathways Inc. — Regional Mental Health & Recovery,healthcare,Ashland / Boyd County,"Pathways Inc. is the Community Mental Health Center for 14 northeast Kentucky counties (Bath, Boyd, Carter, Elliott, Fleming, Greenup, Lawrence, Lewis, Mason, Menifee, Montgomery, Morgan, Rowan, Wolfe). Provides outpatient mental health, addiction/dual diagnosis, intellectual disability services, mobile crisis, and Crisis Residential Recovery Units (CRRU). Offers in-jail programming and reentry linkage for county jail populations. 24/7 crisis line and walk-in crisis assessment available.","Pathways Inc. es el CMHC para 14 condados del noreste de Kentucky. Proporciona salud mental ambulatoria, adicción/diagnóstico dual, crisis móvil y Unidades de Recuperación Residencial de Crisis (CRRU). Ofrece programación en cárceles del condado y vinculación de reinserción. Línea de crisis 24/7 y evaluación de crisis sin cita.",207 24th Street,Ashland,(606) 324-1141,,https://www.pathways-ky.org/,"Open to Kentucky residents in the service area. Medicaid, Medicare, and most insurance accepted; crisis services available regardless of ability to pay.","Abierto a residentes de Kentucky en el área de servicio. Se acepta Medicaid, Medicare y la mayoría de seguros; servicios de crisis disponibles sin importar capacidad de pago.","24/7 Crisis Line: (800) 562-8909 | Serves: Boyd, Carter, Greenup, Rowan, Lawrence, Lewis, and 8 other NE KY counties","Centro de programación: 866-233-1955. CRRU Este sin cita: 201 22nd Street, Ashland. Verifique oficina del condado en pathways-ky.org.",Outpatient Mon–Fri 8:30 a.m.–5 p.m. (extended hours at select offices); crisis line 24/7,ashland|CMHC|mental-health|substance-use|crisis|14-counties|jail-programming|northeast-kentucky,Substance use treatment|Crisis services|Probation and parole supervision|Developmental disability services,Boyd,Bath|Boyd|Carter|Elliott|Fleming|Greenup|Lawrence|Lewis|Mason|Menifee|Montgomery|Morgan|Rowan|Wolfe,multi,accepts_criminal_record
479,Addiction Recovery Care (ARC) — Eastern Kentucky,substance-use-treatment,Eastern Kentucky,"Addiction Recovery Care (ARC) operates 30+ CARF-accredited treatment centers across Eastern Kentucky with a Crisis to Career model combining detox, residential, outpatient, MAT, faith-based recovery, and vocational training. Headquartered in Russell/Louisa area. Intake coordinates insurance verification, transportation within 24 hours, and facility placement. Accepts Kentucky Medicaid and private insurance. Strong reentry focus with peer staff and internship-to-employment pathways.","ARC opera más de 30 centros de tratamiento acreditados CARF en el este de Kentucky con modelo Crisis to Career combinando detox, residencial, ambulatorio, MAT, recuperación de fe y capacitación vocacional. Admisión coordina seguro, transporte en 24 horas y colocación. Acepta Medicaid de Kentucky.",23 Physicians Drive,Russell,(606) 638-0938,,https://www.arccenters.com/,Adults seeking substance use treatment. Medicaid and private insurance accepted at many locations; call for intake and admission criteria.,Adultos que buscan tratamiento de sustancias. Se acepta Medicaid y seguro privado en muchas ubicaciones; llame para criterios de admisión.,"For current intake, call (606) 638-0938; visit https://www.arccenters.com/. Intake line answered during business hours; admissions 24/7 coordination.","Para admisión actual, llame al (606) 638-0938; visite https://www.arccenters.com/. Intake line answered during business hours; admissions 24/7 coordination.",Intake line answered during business hours; admissions 24/7 coordination,eastern-kentucky|ARC|substance-use|residential|MAT|Crisis-to-Career|reentry|vocational,Substance use treatment|Addiction treatment referrals|Employment assistance|Transportation assistance,Greenup,Breathitt|Floyd|Harlan|Johnson|Knott|Laurel|Leslie|Letcher|Magoffin|Martin|Perry|Pike|Wolfe,multi,accepts_criminal_record
480,Mountain Comprehensive Care Center (MCCC),healthcare,Eastern Kentucky,"Mountain Comprehensive Care Center (MCCC) is the regional CMHC for 14 Eastern Kentucky counties including Breathitt, Floyd, Harlan, Johnson, Knott, Knox, Lawrence, Leslie, Letcher, Magoffin, Martin, Morgan, Perry, and Pike. Provides mental health, substance use, crisis, and developmental disability services with offices in Prestonsburg, Hazard, Whitesburg, Harlan, Pikeville, and more. Offers in-jail mental health screening and linkage at multiple county detention centers.","MCCC es el CMHC regional para 14 condados del este de Kentucky incluidos Floyd, Perry, Pike, Letcher, Knott y Harlan. Proporciona salud mental, uso de sustancias, crisis y discapacidades del desarrollo con oficinas en Prestonsburg, Hazard, Whitesburg, Harlan y Pikeville. Ofrece evaluación de salud mental en cárceles.",,,(606) 886-8572,,https://www.mcccare.com/,"Open to Kentucky residents in the service area. Medicaid, Medicare, and most insurance accepted; crisis services available regardless of ability to pay.","Abierto a residentes de Kentucky en el área de servicio. Se acepta Medicaid, Medicare y la mayoría de seguros; servicios de crisis disponibles sin importar capacidad de pago.","Crisis Line: (800) 262-7491 | Locations in Prestonsburg, Hazard, Whitesburg, Harlan, Pikeville, and more",Crisis: (800) 262-7491. También opera programas residenciales incluyendo Cliffview Recovery. Llame para la oficina más cercana.,Crisis line 24/7; outpatient hours vary by location,eastern-kentucky|CMHC|MCCC|mental-health|substance-use|14-counties|jail-screening,Substance use treatment|Crisis services|Probation and parole supervision|Partner referrals|Developmental disability services,Floyd,Breathitt|Floyd|Harlan|Johnson|Knott|Knox|Lawrence|Leslie|Letcher|Magoffin|Martin|Morgan|Perry|Pike,multi,
481,Big Sandy Area Community Action Program (BSAACAP),basic-needs,Eastern Kentucky,"Big Sandy Area Community Action Program (BSACAP) serves Floyd, Johnson, Lawrence, Magoffin, Martin, and Pike counties—the primary community action agency near Big Sandy Regional Jail. Provides LIHEAP utility assistance, emergency aid, food programs, housing support, Head Start, and case management for low-income individuals including those leaving local county jails. The program supports Kentuckians navigating reentry in 7 Kentucky counties.","BSACAP sirve los condados Floyd, Johnson, Lawrence, Magoffin, Martin y Pike—agencia de acción comunitaria principal cerca de Big Sandy Regional Jail. Proporciona LIHEAP, ayuda de emergencia, programas de alimentos, vivienda y gestión de casos. El programa apoya a kentuckianos en reinserción en 7 condados de Kentucky.",333 South Lake Drive,Prestonsburg,(606) 886-2374,,https://www.bsaacap.org/,Low-income individuals and families; program-specific income guidelines apply. Open regardless of criminal history at most community action agencies.,Personas y familias de bajos ingresos; aplican límites según programa. Abierto sin importar historial criminal en la mayoría de agencias comunitarias.,LIHEAP and emergency assistance by appointment. Also administers weatherization and senior services.,LIHEAP y asistencia de emergencia con cita. También administra climatización y servicios para personas mayores.,"Monday–Friday, 8:00 a.m.–4:30 p.m.",eastern-kentucky|community-action|BSACAP|LIHEAP|emergency-aid|6-counties|reentry,Rent and utility assistance|Basic needs assistance|GED and high school equivalency|Partner referrals,Floyd,Floyd|Johnson|Knott|Letcher|Magoffin|Martin|Pike,multi,accepts_criminal_record
482,Appalachian Citizens' Law Center — Whitesburg (Letcher County),legal-aid,Eastern Kentucky,"Appalachian Citizens' Law Center is a nonprofit law firm providing free civil legal representation to low-income Eastern Kentuckians, focused on Letcher, Harlan, Perry, Floyd, and Pike counties. Handles housing, public benefits, civil rights, expungement, black lung and mine safety claims, and workers' rights—critical for returning citizens navigating legal barriers to employment and housing.","Appalachian Citizens' Law Center es una firma sin fines de lucro que proporciona representación legal civil gratuita a personas de bajos ingresos en el este de Kentucky, enfocada en Letcher, Harlan, Perry, Floyd y Pike. Maneja vivienda, beneficios, derechos civiles, eliminación de antecedentes y derechos laborales.",317 Main Street,Whitesburg,(606) 633-3929,,https://aclc.net/,Low-income Kentucky residents. Intake required to confirm income eligibility and whether your legal issue is covered.,Residentes de Kentucky de bajos ingresos. Se requiere admisión para confirmar elegibilidad de ingresos y si su caso legal está cubierto.,"Also assists with black lung, mine safety, and workers' rights",También se especializa en beneficios de pulmón negro y seguridad minera.,Monday–Friday during business hours,eastern-kentucky|legal-aid|ACLC|expungement|housing|benefits|civil-rights|Whitesburg,Civil legal representation|Expungement assistance|Benefits navigation|Civil rights advocacy,Letcher,Bell|Breathitt|Clay|Floyd|Harlan|Knott|Knox|Lee|Leslie|Letcher|Owsley|Perry|Pike|Wolfe,multi,accepts_criminal_record
483,Cumberland River Behavioral Health — Southeastern Kentucky,healthcare,Eastern Kentucky,"Cumberland River Behavioral Health (CRBH) is the CMHC for 10 southeastern Kentucky counties: Bell, Clay, Harlan, Jackson, Knox, Laurel, McCreary, Rockcastle, Wayne, and Whitley. Provides outpatient mental health, psychiatric services, substance use treatment, and 24/7 crisis intervention. Serves county jail populations in Corbin, Barbourville, London, and Williamsburg areas with in-jail and reentry linkage programming.","CRBH es el CMHC para 10 condados del sureste de Kentucky: Bell, Clay, Harlan, Jackson, Knox, Laurel, McCreary, Rockcastle, Wayne y Whitley. Proporciona salud mental ambulatoria, servicios psiquiátricos, tratamiento de sustancias e intervención en crisis 24/7.",,,(606) 528-7010,,https://www.crbh.net/,"Open to Kentucky residents in the service area. Medicaid, Medicare, and most insurance accepted; crisis services available regardless of ability to pay.","Abierto a residentes de Kentucky en el área de servicio. Se acepta Medicaid, Medicare y la mayoría de seguros; servicios de crisis disponibles sin importar capacidad de pago.","24/7 Crisis Line: (800) 315-1246 | Main office: Corbin area | Serves Knox, Whitley, Bell, Harlan, Laurel, and 5 other SE KY counties",Crisis 24/7: (800) 315-1246. Oficina administrativa principal en área de Corbin.,Crisis line 24/7; outpatient Mon–Fri business hours,southeastern-kentucky|CMHC|CRBH|mental-health|substance-use|crisis|10-counties|jail,Substance use treatment|Behavioral health services|Crisis services|Probation and parole supervision,Knox,Bell|Clay|Harlan|Jackson|Knox|Laurel|McCreary|Rockcastle|Wayne|Whitley,multi,accepts_criminal_record
484,Cumberland Valley Area Development District (CVADD),reentry-organizations,Eastern Kentucky,"Cumberland Valley Area Development District (CVADD) is the regional planning agency for Bell, Clay, Harlan, Jackson, Knox, Laurel, McCreary, Rockcastle, Wayne, and Whitley counties. Coordinates workforce, housing, transportation, and senior services across the 10-county Cumberland Valley region. Can connect individuals leaving county jails to local resources and American Job Center partner locations. The program supports Kentuckians navigating reentry in 10 Kentucky counties.","CVADD es la agencia regional de planificación para 10 condados del Valle de Cumberland. Coordina fuerza laboral, vivienda, transporte y servicios para personas mayores. Puede conectar a personas que salen de cárceles del condado con recursos locales. El programa apoya a kentuckianos en reinserción en 10 condados de Kentucky.",342 Old Whitley Road,London,(606) 864-7391,,https://www.cvadd.org/,Justice-involved individuals reintegrating from incarceration and community partners; program-specific enrollment applies.,Personas involucradas con la justicia reintegrándose desde la cárcel y socios comunitarios; aplica inscripción según programa.,London office serves as regional hub.,Socio de Kentucky Career Center Cumberlands. Oficina de London como hub regional.,"Monday–Friday, 8:00 a.m.–4:30 p.m.",london|CVADD|regional-planning|10-counties|workforce|housing|reentry-coordination,Partner referrals|Workforce development|Transportation assistance,Laurel,Bell|Clay|Harlan|Jackson|Knox|Laurel|McCreary|Rockcastle|Wayne|Whitley,multi,accepts_criminal_record
