id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage,intake_signals
283,NA / Narcotics Anonymous — Kentucky,Peer Support,Statewide,"Narcotics Anonymous Kentucky offers free peer-led recovery meetings for people seeking freedom from addiction. Meetings available in all Kentucky regions—in-person, online, and hybrid—with no dues, fees, or membership requirements. Use the meeting finder to locate the nearest group by city or zip code. Welcoming to people leaving incarceration, treatment, or active use.","Narcotics Anonymous Kentucky ofrece reuniones gratuitas de recuperación lideradas por pares para personas que buscan libertad de la adicción. Reuniones en todas las regiones de Kentucky—en persona, en línea e híbridas—sin cuotas ni requisitos de membresía. Use el buscador de reuniones por ciudad o código postal.",,,,,https://naky.org/find-a-meeting/,"Open to adults in recovery or seeking peer support, including those recently released from incarceration.","Abierto a adultos en recuperación o que buscan apoyo entre pares, incluidos recién liberados.",Meeting finder: naky.org/find-a-meeting,NA no está afiliado a ninguna otra organización. Formatos de reuniones varían. Reuniones virtuales en naky.org. No se requiere referido.,Meeting times vary by group; many groups meet daily—check meeting finder,statewide|NA|narcotics-anonymous|peer-support|recovery|free|meetings,In-person NA meetings|Online and hybrid meetings|Meeting locator by county|Peer-led recovery support|No-cost participation,,,statewide,walk_in_ok
284,AA / Alcoholics Anonymous — Kentucky,Peer Support,Statewide,"Alcoholics Anonymous Kentucky provides free peer support meetings for people recovering from alcohol use disorder. Meetings held statewide in cities and rural communities, with many online options. No dues, fees, or professional counselors—members share experience, strength, and hope. Open to anyone with a desire to stop drinking, including people reentering from incarceration.",Alcoholics Anonymous Kentucky proporciona reuniones gratuitas de apoyo entre pares para personas en recuperación del trastorno por uso de alcohol. Reuniones en todo el estado con muchas opciones en línea. Sin cuotas ni consejeros profesionales. Abierto a cualquier persona que desee dejar de beber.,,,,,https://aa-ky.org/,"Open to adults in recovery or seeking peer support, including those recently released from incarceration.","Abierto a adultos en recuperación o que buscan apoyo entre pares, incluidos recién liberados.",Find local meetings at aa-ky.org or call your area's AA hotline. Open meetings welcome anyone,Encuentre reuniones locales en aa-ky.org. Reuniones abiertas dan la bienvenida a todos cerradas para quienes tienen un problema de alcohol.,Meeting schedules vary; many groups meet daily—check aa-ky.org,statewide|AA|alcoholics-anonymous|peer-support|recovery|free|meetings,In-person AA meetings|Online meeting options|Area meeting directories|Peer-led sobriety support|Sponsorship connections,,,statewide,walk_in_ok
300,KCTCS — Adult Education & GED (Statewide),Education,Statewide,"Kentucky Community and Technical College System (KCTCS) administers free adult education and GED preparation statewide through 13 college-based Kentucky Adult Education (KYAE) providers in all 120 counties. Classes offered in communities, jails, and prisons. Kentucky pays for first GED test in each subject (plus limited retakes) for eligible test-takers who pass the free GED Ready practice test—use promo code KYFREEGED1. Over 4,460 GEDs awarded to incarcerated Kentuckians 2020–2024.","KCTCS administra educación para adultos y preparación GED gratuita en 120 condados a través de 13 proveedores KYAE. Clases en comunidades, cárceles y prisiones. Kentucky paga la primera prueba GED en cada materia para elegibles que pasen GED Ready—código KYFREEGED1. Más de 4,460 GEDs otorgados a personas encarceladas 2020–2024.",,,,,https://kyae.ky.gov/Students/Pages/earn-ged-diploma.aspx,Kentucky residents age 18 or older. All adult education and GED services are free through KYAE.,Residentes de Kentucky de 18 años o más. Todos los servicios de educación para adultos y GED son gratuitos a través de KYAE.,Contact your local KCTCS college to find the nearest program,"Encuentre su centro en kyae.ky.gov. Edad mínima 19 sin exención. También ofrece ESL, certificaciones laborales y alfabetización familiar.",Local center hours vary by KCTCS college—contact nearest provider,statewide|KCTCS|GED|adult-education|KYAE|incarcerated-education|free-testing,Free GED preparation classes|Corrections education in jails and prisons|GED Ready practice testing|Free first-time GED testing|ESL and workforce certifications,,,statewide,
301,Bluegrass Community & Technical College — Adult Education,Education,Lexington / Fayette County,"Bluegrass Community & Technical College (BCTC) Adult Education provides free GED preparation for adults in Central Kentucky—Fayette, Bourbon, Clark, Harrison, Jessamine, Mercer, Scott, and Woodford counties. In-person and online class options. Part of the statewide KYAE/KCTCS network with free GED Ready testing and state-funded first-time GED exam fees for eligible students.",Educación para Adultos de BCTC ofrece preparación GED gratuita en el centro de Kentucky—8 condados incluido Fayette. Opciones en persona y en línea. Parte de la red KYAE/KCTCS con GED Ready gratuito y exámenes GED financiados por el estado para elegibles.,470 Cooper Drive,Lexington,(859) 246-6806,BCTCAdultEd@kctcs.edu,https://bluegrass.kctcs.edu/education-training/adult-education/index.aspx,Part of the statewide KYAE/KCTCS network with free GED Ready testing and state-funded first-time GED exam fees for eligible students.,Residentes de Kentucky de 18 años o más. Todos los servicios de educación para adultos y GED son gratuitos a través de KYAE.,Contact BCTCAdultEd@kctcs.edu.,Inscripción requiere evaluación de habilidades. Contacte BCTCAdultEd@kctcs.edu. Edad mínima 19 o exención para 18 años.,Monday–Friday during business hours; class schedules vary by location,lexington|GED|adult-education|BCTC|central-kentucky|8-counties,Free GED classes|Online and in-person instruction|GED Ready testing|College transition support|Workforce certification referrals,Fayette,Anderson|Bourbon|Boyle|Clark|Estill|Fayette|Franklin|Garrard|Harrison|Jessamine|Lincoln|Madison|Mercer|Nicholas|Powell|Scott|Woodford,multi,
302,Gateway Community & Technical College — Adult Education,Education,Northern Kentucky,"Gateway Community & Technical College Adult Education offers free GED preparation in Northern Kentucky for Boone, Kenton, Campbell, Grant, Owen, and surrounding counties. Kentucky waives GED testing fees for first-time test takers working through a KYAE center. Classes at Florence campus and community sites. Gateway also recognizes GED College Ready scores for college enrollment.","Educación para Adultos de Gateway ofrece preparación GED gratuita en el norte de Kentucky para Boone, Kenton, Campbell, Grant, Owen y condados circundantes. Kentucky exonera tarifas GED para primeros solicitantes a través de un centro KYAE. Clases en Florence y sitios comunitarios.",500 Technology Way,Florence,(859) 442-1695,,https://gateway.kctcs.edu/admissions/information-for/hse-ged.aspx,Kentucky residents age 18 or older. All adult education and GED services are free through KYAE.,Residentes de Kentucky de 18 años o más. Todos los servicios de educación para adultos y GED son gratuitos a través de KYAE.,GED fee waiver available when working with local Gateway/KYAE office.,Contacte al (859) 442-1695 para inscripción. Exención de tarifa GED disponible trabajando con la oficina Gateway/KYAE.,Monday–Friday during business hours,northern-kentucky|GED|adult-education|Gateway-KCTCS|Florence|6-counties,Free GED preparation|Testing fee waiver assistance|GED Ready practice tests|College enrollment pathway|Workforce skills training,Boone,Boone|Bracken|Campbell|Carroll|Grant|Kenton|Mason|Owen|Pendleton|Robertson,multi,
303,South Central KY CTC (SKYCTC) — Adult Education,Education,Bowling Green / Warren County,"Southcentral Kentucky Community & Technical College (SKYCTC) Adult Education provides free GED classes for Warren, Barren, Simpson, and Metcalfe counties. Part of the KCTCS/KYAE statewide network with corrections education offerings. Kentucky covers first GED test fees for eligible students completing GED Ready through a local center.","Educación para Adultos de SKYCTC ofrece clases GED gratuitas para los condados Warren, Barren, Simpson y Metcalfe. Parte de la red KCTCS/KYAE con educación correccional. Kentucky cubre las primeras tarifas GED para elegibles.",1845 Loop Drive,Bowling Green,(270) 901-1017,,https://southcentral.kctcs.edu/workforce-solutions/adult-education/index.aspx,Kentucky residents age 18 or older. All adult education and GED services are free through KYAE.,Residentes de Kentucky de 18 años o más. Todos los servicios de educación para adultos y GED son gratuitos a través de KYAE.,,Llame al (270) 901-1017 para inscripción y horarios. Exención de edad disponible para 18 años a través del distrito escolar.,Monday–Friday during business hours,bowling-green|GED|adult-education|SKYCTC|south-central-kentucky|4-counties,Free GED preparation|Skills assessment and intake|GED testing coordination|Workforce certification pathways|Corrections education,Warren,Allen|Barren|Butler|Edmonson|Hart|Logan|Metcalfe|Monroe|Simpson|Warren,multi,
304,Kentucky Adult Education — Find a Program,Education,Statewide,"Kentucky Adult Education (KYAE) is the state office connecting residents to free adult education in all 120 counties—GED preparation, literacy, ESL, workforce certifications, and family literacy. Use the online locator to find your county's KCTCS-based adult education center. All GED seekers must pass the GED Ready practice test (free at KYAE centers) before qualifying for state-funded GED testing.","Kentucky Adult Education (KYAE) conecta a residentes con educación para adultos gratuita en 120 condados—GED, alfabetización, ESL, certificaciones laborales y alfabetización familiar. Use el localizador en línea para encontrar su centro. Todos deben pasar GED Ready (gratis en centros KYAE) antes de calificar para pruebas financiadas.",,,,,https://kyae.ky.gov/Students/Pages/find-a-kyae-center.aspx,Kentucky residents age 18 or older. All adult education and GED services are free through KYAE.,Residentes de Kentucky de 18 años o más. Todos los servicios de educación para adultos y GED son gratuitos a través de KYAE.,Promo codes: KYFREEGED1 (test center) or OPKYFREEGED (online proctored).,Códigos promocionales: KYFREEGED1 (centro) u OPKYFREEGED (en línea). Inscripción no requerida pero recomendada para apoyo académico.,Varies by county center—use locator for local contact,statewide|KYAE|adult-education|GED-locator|120-counties|ESL|literacy,County program locator|GED pathway information|ESL and literacy referrals|Workforce certification programs|Free GED Ready testing info,,,statewide,
400,Robley Rex VA Medical Center — Louisville,Veterans,Louisville / Jefferson County,"Robley Rex VA Medical Center is a full-service VA hospital serving Louisville-area veterans 24/7. Offers primary care, mental health, substance use treatment, specialty care, and homeless veteran services. Justice-involved veterans can access Veterans Justice Outreach (VJO) coordinators embedded in mental health who work with courts, jails, and probation. Toll-free: 800-376-8387.","Robley Rex VA Medical Center es un hospital del VA de servicio completo para veteranos del área de Louisville las 24 horas. Ofrece atención primaria, salud mental, tratamiento de sustancias y servicios para veteranos sin hogar. Veteranos en el sistema de justicia acceden a coordinadores VJO en salud mental. Toll-free: 800-376-8387.",800 Zorn Avenue,Louisville,(502) 287-4000,,https://www.va.gov/louisville-health-care/,"Justice-involved veterans can access Veterans Justice Outreach (VJO) coordinators embedded in mental health who work with courts, jails, and probation.",Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Enroll in VA health care at va.gov/health-care/apply. Emergency: 911 or visit ER 24/7.,Inscríbase en atención VA en va.gov/health-care/apply. VJO: pida Salud Mental/VJO al llamar. Emergencia: 911 o ER 24/7.,"Open 24 hours, 7 days a week",louisville|VA|veterans|mental-health|substance-use|VJO|24-7|hospital,Primary and specialty medical care|Mental health and SUD treatment|Veterans Justice Outreach|Homeless veteran care coordination|Emergency services,Jefferson,Jefferson,single,accepts_criminal_record|referral_required
401,Louisville VA — Veterans Justice Outreach (VJO),Veterans,Louisville / Jefferson County,"Louisville VA Veterans Justice Outreach (VJO) places four coordinators at Robley Rex VA who work directly with courts, jails, and probation/parole to identify and engage justice-involved veterans. VJO helps veterans access VA mental health, substance use treatment, housing, and benefits as an alternative to incarceration when appropriate. Ask for Mental Health/VJO when calling the medical center.","VJO del VA de Louisville coloca cuatro coordinadores en Robley Rex que trabajan con tribunales, cárceles y libertad condicional para identificar veteranos en el sistema de justicia. VJO ayuda a acceder a salud mental, tratamiento de sustancias, vivienda y beneficios del VA. Pida Salud Mental/VJO al llamar.",800 Zorn Avenue,Louisville,(502) 287-4000,,https://www.va.gov/louisville-health-care/health-services/homeless-veteran-care/,"Louisville VA Veterans Justice Outreach (VJO) places four coordinators at Robley Rex VA who work directly with courts, jails, and probation/parole to identify and engage justice-involved veterans.",Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,VJO emails: sonny.hatfield@va.gov | scott.huisman@va.gov | dawne.james@va.gov | Keather.Likins@va.gov,"Especialistas VJO: Sonny Hatfield, Scott Huisman, Dawne James, Keather Likins. Línea de crisis: 988 presione 1.",Coordinators available during business hours; crisis line 24/7,louisville|VJO|veterans|justice-involved|courts|jails|mental-health|reentry,Court and jail outreach to veterans|VA benefits and treatment linkage|Alternative-to-incarceration coordination|Substance use and mental health referrals|Housing and reentry navigation,Jefferson,Bullitt|Hardin|Jefferson|Oldham|Shelby,multi,accepts_criminal_record|referral_required
402,Lexington VA Medical Center,Veterans,Lexington / Fayette County,"Lexington VA Health Care System serves Central and Eastern Kentucky veterans across Leestown and Sousley campuses. Full-service medical center with mental health, substance use treatment, primary care, and specialty services. Justice-involved veterans can connect with VJO coordinators and homeless veteran care teams for reentry support from jails and courts in the region.","Lexington VA Health Care System sirve a veteranos del centro y este de Kentucky en los campus Leestown y Sousley. Centro médico completo con salud mental, tratamiento de sustancias y atención primaria. Veteranos en el sistema de justicia pueden conectarse con coordinadores VJO y equipos de veteranos sin hogar.",1101 Veterans Way,Lexington,(859) 281-4900,,https://www.va.gov/lexington-health-care/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Main campus: 1101 Veterans Drive (Leestown). Enroll at va.gov/health-care/apply. Sousley campus offers additional outpatient services.,Campus principal: 1101 Veterans Drive (Leestown). Inscríbase en va.gov/health-care/apply.,Varies by clinic; emergency services available—call for hours,lexington|VA|veterans|central-kentucky|eastern-kentucky|mental-health|Leestown,Primary and specialty care|Mental health and SUD treatment|VJO coordination|Homeless veteran services|Telehealth options,Fayette,Fayette,single,accepts_criminal_record
403,Lexington VA — Veterans Justice Outreach (VJO),Veterans,Lexington / Fayette County,"Lexington VA Veterans Justice Outreach connects justice-involved veterans in Central and Eastern Kentucky to VA mental health, substance use, housing, and benefits through court and jail partnerships. VJO coordinators Kathy Vasquez and Janis Skilling serve Fayette County and surrounding regions including satellite Vet Center locations in Corbin, Lawrenceburg, London, Mt. Sterling, and Richmond.","VJO del VA de Lexington conecta a veteranos en el sistema de justicia en el centro y este de Kentucky con salud mental, sustancias, vivienda y beneficios del VA. Coordinadoras Kathy Vasquez y Janis Skilling sirven Fayette y regiones circundantes incluyendo Centros Vet satélite.",1101 Veterans Way,Lexington,(859) 281-4900,,https://www.va.gov/lexington-health-care/health-services/homeless-veteran-care/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,VJO emails: kathy.vasquez2@va.gov | janis.skilling@va.gov,"Correos VJO: kathy.vasquez2@va.gov, janis.skilling@va.gov. Línea nacional veteranos sin hogar: 877-424-3838.",Business hours; after-hours crisis via Veterans Crisis Line 988 press 1,lexington|VJO|veterans|justice-involved|central-kentucky|eastern-kentucky|courts,Court and jail veteran identification|VA treatment enrollment assistance|Housing and benefits navigation|Specialty court coordination|Regional satellite outreach,Fayette,Fayette,single,accepts_criminal_record|referral_required
404,National Call Center for Homeless Veterans,Veterans,Statewide,"National Call Center for Homeless Veterans (877-4AID-VET) is a free, confidential 24/7 hotline connecting veterans— including those leaving incarceration without housing—to the nearest VA homeless program, emergency shelter, and case management. Critical first contact for veterans with no place to stay after release. Trained counselors assess needs and link to HUD-VASH, SSVF, and other VA housing resources.","Línea nacional para veteranos sin hogar (877-4AID-VET) es una línea gratuita y confidencial 24/7 que conecta a veteranos—incluidos los que salen del encarcelamiento sin vivienda—con el programa de vivienda del VA más cercano, refugio de emergencia y gestión de casos.",,,1-877-424-3838,,https://www.va.gov/homeless/for-homeless-veterans/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Also chat at va.gov/homeless/nationalcallcenter.asp. Have DD-214 and SSN ready if available. Works with local VA Medical Center homeless teams.,También chat en va.gov/homeless. Tenga DD-214 y SSN listos si están disponibles.,"24 hours a day, 7 days a week",statewide|veterans|homeless|24-7|hotline|housing|reentry|VA,24/7 homeless veteran triage|VA housing program referrals|Emergency shelter connections|Case management linkage|HUD-VASH and SSVF intake routing,,,statewide,accepts_criminal_record|walk_in_ok
405,Veterans Crisis Line,Veterans,Statewide,"Veterans Crisis Line provides free, confidential crisis support for veterans and their families 24/7. Call or text 988 then press 1, or chat at veteranscrisisline.net. Trained responders—many veterans themselves—provide immediate support for suicidal crisis, PTSD episodes, and reentry stress. Also supports active duty, Guard, Reserve, and family members.","Línea de Crisis para Veteranos ofrece apoyo gratuito y confidencial 24/7. Llame o envíe mensaje al 988 y presione 1, o chat en veteranscrisisline.net. Respondedores capacitados brindan apoyo inmediato en crisis suicida, TEPT y estrés de reinserción.",,,988 (press 1),,https://www.veteranscrisisline.net/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,"Text 838255 to connect. If immediate danger, call 911. Spanish-language support available.","Envíe mensaje al 838255. No requiere inscripción en VA. Si hay peligro inmediato, llame al 911. Soporte en español disponible.","24 hours a day, 7 days a week",statewide|veterans|crisis|988|24-7|PTSD|suicide-prevention|confidential,Immediate crisis counseling|988 press 1 veteran line|Text and chat support|Connection to local VA resources|Family member support,,,statewide,
406,Louisville Vet Center,Veterans,Louisville / Jefferson County,"Louisville Vet Center provides free, confidential counseling in a non-VA community setting for combat veterans and their families—often easier to access than a medical center. Services include PTSD treatment, military sexual trauma (MST) support, readjustment counseling, bereavement, and reentry navigation. No cost regardless of discharge status for combat veterans. Same 877 number provides 24/7 crisis support.","Louisville Vet Center ofrece consejería gratuita y confidencial en un entorno comunitario no-VA para veteranos de combate y familias. Servicios incluyen tratamiento de TEPT, apoyo MST, consejería de reajuste y navegación de reinserción. Sin costo para veteranos de combate. Mismo número 877 brinda apoyo de crisis 24/7.",1347 South Third Street,Louisville,1-877-927-8387,,https://www.va.gov/louisville-vet-center/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Hours: Mon–Fri 8am–4:30pm. 24/7 crisis support at same number.,Llame al 877-927-8387 para admisión. No requiere seguro ni inscripción VA.,"Monday–Friday, 8:00 a.m.–4:30 p.m.; crisis line 24/7",louisville|vet-center|veterans|PTSD|MST|counseling|reentry|combat-veterans,PTSD and readjustment counseling|MST support|Bereavement counseling|Reentry and family support|24/7 crisis line access,Jefferson,Jefferson,single,walk_in_ok
407,Lexington Vet Center,Veterans,Lexington / Fayette County,"Lexington Vet Center offers free counseling and reentry support for combat veterans in a welcoming, non-clinical community setting. Satellite outreach locations in Corbin, Lawrenceburg, London, Mt. Sterling, and Richmond extend access across Central and Eastern Kentucky. Services include PTSD treatment, MST support, marriage and family counseling, and employment transition help.","Lexington Vet Center ofrece consejería gratuita y apoyo de reinserción para veteranos de combate en un entorno comunitario acogedor. Ubicaciones satélite en Corbin, Lawrenceburg, London, Mt. Sterling y Richmond. Servicios incluyen TEPT, MST, consejería familiar y transición laboral.","1500 Leestown Road, Suite 104",Lexington,1-877-927-8387,,https://www.va.gov/lexington-vet-center/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Call 877-927-8387 for appointments at any location. 24/7 crisis support on same number.,Llame al 877-927-8387 para citas en cualquier ubicación. Servicio de combate requerido para la mayoría de servicios.,"Monday–Friday, 8:00 a.m.–4:30 p.m.; satellite hours vary—call to confirm",lexington|vet-center|veterans|PTSD|central-kentucky|satellite-locations|counseling,Individual and group counseling|PTSD and MST treatment|Satellite outreach in 5 cities|Employment transition support|24/7 crisis line,Fayette,Fayette,single,walk_in_ok
408,Louisville VA Regional Benefit Office,Veterans,Louisville / Jefferson County,"Louisville VA Regional Benefit Office processes disability compensation claims, pension, education benefits (GI Bill), vocational rehabilitation (VR&E Chapter 31), and life insurance for Kentucky veterans. Chapter 31 VR&E helps veterans with service-connected disabilities prepare for, find, and keep employment—including justice-involved veterans rebuilding careers after incarceration.","Oficina Regional de Beneficios del VA de Louisville procesa reclamaciones de compensación por discapacidad, pensión, beneficios educativos (GI Bill), rehabilitación vocacional (VR&E Capítulo 31) y seguro de vida. Capítulo 31 VR&E ayuda a veteranos con discapacidades relacionadas con el servicio a prepararse y mantener empleo.","321 West Main Street, Suite 390",Louisville,(800) 827-1000,,https://www.benefits.va.gov/louisville/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Chapter 31 Voc Rehab: (502) 566-4453,Capítulo 31 VR&E: (502) 566-4453. Presente reclamaciones en línea en va.gov.,"Monday–Friday, 8:00 a.m.–4:00 p.m.",louisville|VA-benefits|disability|Chapter-31|vocational-rehab|GI-Bill|employment,Disability compensation claims|Pension and education benefits|VR&E Chapter 31 employment services|Life insurance|Benefits counseling and appeals,Jefferson,Jefferson,single,accepts_criminal_record
409,HUD-VASH — Housing Vouchers for Homeless Veterans,Veterans,Statewide,"HUD-VASH pairs HUD Section 8 rental vouchers with VA case management for homeless veterans, including those transitioning from incarceration. Entry point is through the VA Medical Center homeless team—call Robley Rex at (502) 287-4000 or the National Call Center at 877-424-3838. Louisville Metro Housing Authority administers local vouchers. VOA Mid-States provides SSVF (Supportive Services for Veteran Families) across Kentucky.","HUD-VASH combina vales de alquiler HUD Sección 8 con gestión de casos del VA para veteranos sin hogar, incluidos los que salen del encarcelamiento. Punto de entrada: equipo de veteranos sin hogar del VA—Robley Rex (502) 287-4000 o 877-424-3838. Louisville Metro Housing Authority administra vales locales. VOA Mid-States ofrece SSVF.",,,(502) 287-4000,,https://www.va.gov/homeless/hud-vash/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Louisville Metro Housing Authority: (502) 569-6060 | VOA SSVF: (502) 384-0868,LMHA: (502) 569-6060. VOA SSVF: (502) 384-0868. Debe estar inscrito en atención VA. Listas de espera aplican.,VA intake during business hours; homeless hotline 24/7,statewide|HUD-VASH|veterans|housing|homeless|SSVF|rental-vouchers|reentry,HUD rental voucher referral|VA case management|SSVF rapid rehousing|Homeless veteran intake|Housing search assistance,Jefferson,,statewide,accepts_criminal_record|referral_required
410,Kentucky Department of Veterans Affairs (KDVA),Veterans,Statewide,"Kentucky Department of Veterans Affairs (KDVA) is the state agency supporting Kentucky's 290,000+ veterans with 20 federally accredited Veteran Service Officers (VSOs) in regional offices. Programs include Veterans High School Diploma, Homeless Veterans Program, Women Veterans Program, and free benefits claims assistance. VSOs help file VA disability, pension, and education claims at no charge.","KDVA es la agencia estatal que apoya a más de 290,000 veteranos de Kentucky con 20 Oficiales de Servicios para Veteranos (VSO) acreditados federalmente. Programas incluyen Diploma de Escuela Secundaria para Veteranos, Programa para Veteranos sin Hogar, Mujeres Veteranas y asistencia gratuita con reclamaciones de beneficios.",1111B Louisville Road,Frankfort,(502) 564-9203,,https://veterans.ky.gov/Pages/default.aspx,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Find your regional VSO at veterans.ky.gov. State benefits info and military records assistance. Does not replace VA medical care enrollment.,Encuentre su VSO regional en veterans.ky.gov. Información de beneficios estatales. No reemplaza inscripción en atención médica VA.,"Monday–Friday, 8:00 a.m.–4:30 p.m. (regional offices; hours may vary)",statewide|KDVA|VSO|benefits-claims|homeless-veterans|women-veterans|Frankfort,Free VA benefits claims assistance|Veterans High School Diploma Program|Homeless veterans state support|Women veterans resources|Regional VSO network,Franklin,,statewide,
411,VFW Department of Kentucky,Veterans,Statewide,"VFW Department of Kentucky provides free VA-accredited service officers who help veterans file disability compensation, pension, vocational rehabilitation, and employment benefit claims. Post-level VSOs located throughout the state—no membership required for claims assistance. Department headquarters in Louisville coordinates training and advocacy for Kentucky veterans.","VFW de Kentucky proporciona oficiales de servicio acreditados por el VA gratuitos que ayudan a presentar reclamaciones de compensación por discapacidad, pensión, rehabilitación vocacional y beneficios de empleo. VSO a nivel de post en todo el estado—no se requiere membresía para asistencia.",3031 Poplar Level Road,Louisville,(502) 635-2638,vfwdeptky@gmail.com,https://vfwky.org/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,"Contact vfwdeptky@gmail.com or call department HQ. Find nearest post VSO at vfwky.org. Bring DD-214, medical records, and claim-related documents to appointments.",Contacte vfwdeptky@gmail.com. Encuentre el VSO más cercano en vfwky.org. Traiga DD-214 y registros médicos.,Department office Mon–Fri business hours; post hours vary,statewide|VFW|VSO|benefits-claims|disability|free-assistance|veterans,VA disability claims assistance|Pension and benefits filing|Vocational rehabilitation claims|Post-level VSO network|Veterans advocacy,Jefferson,,statewide,
412,Kentucky American Legion,Veterans,Statewide,"Kentucky American Legion operates a statewide network of free Veteran Service Officers helping veterans navigate VA disability claims, pension applications, and benefits appeals. Local posts in communities across all 120 counties provide claims assistance without requiring Legion membership. Department headquarters in Louisville.","Legión Americana de Kentucky opera una red estatal de Oficiales de Servicios para Veteranos gratuitos que ayudan con reclamaciones de discapacidad del VA, solicitudes de pensión y apelaciones. Posts locales en 120 condados—no se requiere membresía para asistencia.",970 South 4th Street,Louisville,(502) 587-1414,,https://kylegion.org/,U.S. military veterans and eligible family members. Some programs serve veterans with justice involvement.,Veteranos militares de EE.UU. y familiares elegibles. Algunos programas atienden veteranos con participación en justicia penal.,Department HQ: (502) 587-1414. Find local post VSO at kylegion.org. American Legion also offers Temporary Financial Assistance and youth programs.,HQ departamental: (502) 587-1414. Encuentre VSO local en kylegion.org.,Department office Mon–Fri business hours; post schedules vary,statewide|American-Legion|VSO|benefits-claims|veterans|120-counties|free,VA claims and appeals assistance|Benefits navigation|Pension and disability filing|Local post VSO network|Veterans advocacy,Jefferson,,statewide,
430,Wayside Christian Mission — Louisville,Basic Needs,Louisville / Jefferson County,"Wayside Christian Mission provides emergency shelter, meals, clothing, and hygiene supplies for men and women in downtown Louisville. Operates the Sober Living Recovery Program and Work Therapy Program for residents building stability after homelessness or incarceration. Accepts donated clothing and distributes to clients. 24/7 shelter access for those in crisis.","Wayside Christian Mission proporciona refugio de emergencia, comidas, ropa y artículos de higiene en el centro de Louisville. Opera el Programa de Vida Sobria y Terapia Laboral para residentes que construyen estabilidad después de la falta de vivienda o encarcelamiento. Acepta donaciones de ropa.",432 East Jefferson Street,Louisville,(502) 584-3711,,https://waysidechristianmission.org/,Low-income individuals and families; program-specific income guidelines apply. Open regardless of criminal history at most community action agencies.,Personas y familias de bajos ingresos; aplican límites según programa. Abierto sin importar historial criminal en la mayoría de agencias comunitarias.,Hotel Louisville property also operated by Wayside. emergency shelter). Donations accepted during business hours.,Propiedad Hotel Louisville también operada por Wayside. Llame para admisión específica del programa. Donaciones aceptadas en horario laboral.,Emergency shelter 24/7; administrative offices Mon–Fri business hours,louisville|shelter|meals|clothing|sober-living|work-therapy|emergency|basic-needs,Emergency shelter and meals|Clothing and hygiene distribution|Sober Living Recovery Program|Work Therapy Program|Donation intake,Jefferson,Jefferson,single,walk_in_ok
